,Name,Rating_star,Processor,RAM,Operating_system,SSD_Capacity,Display_size,Price,Discount
89,Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10 Home) E41-55 Thin and Light Laptop,4.2,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,"₹22,990",34% off
90,HP intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook,4.1,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹21,990",26% off
91,Lenovo LOQ Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,4.4,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹1,14,990",25% off
92,ASUS Vivobook Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Laptop,3.6,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹38,990",29% off
93,Acer Extensa (2023) Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) EX215-33 Thin and ...,4.2,Intel Core i3 Processor (12th Gen),8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹34,990",23% off
94,Acer One Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) One 14 Z8-415 Thin and Light Lapt...,4.3,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,"₹26,990",35% off
95,ASUS Vivobook AMD R5 5600H Ryzen 5 Hexa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB5...,4.2,AMD Ryzen 5 Hexa Core Processor (10th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,"₹53,990",28% off
96,ASUS Chromebook Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ0002 / CX...,4.3,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹13,990",44% off
97,HP Victus Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.2,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹63,990",14% off
98,MSI Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050)...,4.2,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹66,990",25% off
99,MSI Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN Thin and Light La...,4.2,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹48,990",27% off
100,HP Victus Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,"₹58,990",18% off
101,HP Victus Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,3.4,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,"₹61,990",18% off
102,ASUS ROG Zephyrus G14 with 76WHr Battery Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 ...,3.9,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,"₹1,09,990",43% off
103,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin a...,4.7,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,"₹34,990",41% off
104,Lenovo IdeaPad 3 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82H803HRIN Laptop,3.7,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"₹63,990",18% off
105,ASUS Vivobook 14 (2023) Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK521WS Thi...,4.2,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹57,990",22% off
106,ASUS Chromebook Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-EJ0275 Chromeb...,4.4,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹20,990",41% off
107,ASUS Chromebook Celeron Dual Core N4020 - (4 GB/32 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ0004 / CX...,4.2,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹12,990",48% off
108,DELL Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/16 GB EMMC Storage/DOS) Latitude 3420 Business Laptop,4.2,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,DOS Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹34,490",43% off
109,MSI Core i5 11th Gen 11260H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,4.2,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,"₹59,990",29% off
110,HP intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook,4.5,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹21,990",26% off
111,Lenovo LOQ Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,4.2,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹87,990",25% off
112,Acer Nitro 5 Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,3.6,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,"₹99,990",45% off
113,HP Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fy5005TU Thin and Light Laptop,4.2,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,"₹44,090",16% off
114,ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS...,4,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹35,990",29% off
115,ASUS Vivobook 14 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X1400EA-EK322WS Thin and ...,4.3,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹34,990",31% off
116,Lenovo LOQ Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,4.4,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹1,14,990",25% off
117,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X...,4.3,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹36,990",41% off
118,Infinix X3 Slim Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light ...,4.2,Intel Core i3 Processor (12th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹34,990",36% off
119,HP (2023) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light...,4.2,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹41,990",18% off
120,ASUS Chromebook Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ0002 / CX...,4,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹13,990",44% off
121,HP Victus Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,3.4,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹63,990",14% off
122,ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ523WS...,4.2,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹41,990",37% off
123,MSI Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050)...,4.5,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹66,990",25% off
124,ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin and L...,4.3,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,"₹31,990",28% off
125,MSI Core i5 11th Gen 11260H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/...,4.1,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹52,990",25% off
126,HP Victus Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.2,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,"₹58,990",18% off
127,HP Victus Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,4.2,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,"₹61,990",18% off
128,Infinix INBook X1 Neo Series Celeron Quad Core N5100 - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and...,4.1,Intel Celeron Quad Core Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,"₹24,990",37% off
129,HP OMEN Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 40...,4.2,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 Inch) Display,"₹1,14,990",13% off
130,ASUS Chromebook Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-EJ0275 Chromeb...,4.1,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹20,990",41% off
131,ASUS Chromebook Celeron Dual Core N4020 - (4 GB/32 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ0004 / CX...,4,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹12,990",48% off
132,Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,4.5,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹40,990",36% off
133,MSI Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/...,4.2,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹63,990",28% off
134,Infinix X3 Slim Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,4.3,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹49,990",28% off
135,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lap...,3.6,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"₹62,038",14% off
136,Lenovo LOQ Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,4.2,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹1,14,990",25% off
137,Lenovo LOQ Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,4.1,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹87,990",25% off
138,ASUS Vivobook 15 Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ328WS Thin and L...,4.5,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹35,990",28% off
139,Infinix INBook Y1 Plus Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and...,4.3,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,"₹26,990",40% off
140,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,4.2,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,38.1 cm (15 inch) Display,"₹34,519",29% off
141,ASUS Vivobook Pro 15 OLED For Creator Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...,4.2,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹66,990",22% off
142,Acer Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,4.1,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 inch) Display,"₹26,990",30% off
143,Infinix X3 Slim Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light ...,4.3,Intel Core i3 Processor (12th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹34,990",36% off
144,HP Pavilion (2023) Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg2091TU Thin ...,4.2,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹68,990",14% off
145,ASUS Vivobook 14 (2023) Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thi...,4,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹43,990",24% off
146,ASUS Chromebook Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ0002 / CX...,3.4,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹13,990",44% off
147,HP Victus Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.4,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹63,990",14% off
148,ASUS Vivobook Go 14 (2023) Intel Core i3 12th Gen N305 - (8 GB/512 GB SSD/Windows 11 Home) E1404GA-NK3...,4.2,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹38,990",23% off
149,ASUS Vivobook 15 (2023) Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ321WS Thi...,3.7,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹43,590",24% off
150,HP Victus Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.2,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,"₹58,990",18% off
151,HP Victus Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,4.3,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,"₹61,990",18% off
152,Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,4.4,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹40,990",36% off
153,MSI Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-029IN Thin and Light L...,4.2,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹41,990",30% off
154,ASUS TUF Gaming F15 - AI Powered Gaming Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 G...,4.3,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹56,990",25% off
155,Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,4.4,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,"₹40,990",36% off
156,ASUS Chromebook Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-EJ0275 Chromeb...,4.3,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹20,990",41% off
157,ASUS Chromebook Celeron Dual Core N4020 - (4 GB/32 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ0004 / CX...,3.6,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹12,990",48% off
158,HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,4.2,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹76,990",19% off
159,HP 247 G8 Ryzen 5 Dual Core AMD Ryzen 5 3500U - (8 GB/512 GB SSD/Windows 11 Home) 247 G8 Notebook,4.7,AMD Ryzen 5 Dual Core Processor,8 GB DDR4 RAM,64 bit DOS Operating System,512 GB SSD,35.56 cm (14 inch) Display,"₹31,990",49% off
160,HP intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chromebook,3.7,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"₹21,990",26% off
161,Lenovo LOQ Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,4.3,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹1,14,990",25% off
162,ASUS Vivobook Pro 15 OLED For Creator Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...,4.3,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹66,990",22% off
163,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lapt...,4.3,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹47,490",44% off
164,Lenovo IdeaPad Slim 3 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 Thin a...,4.2,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,"₹28,900",27% off
165,MSI Core i5 11th Gen 11260H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/...,3.8,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹52,990",25% off
166,Lenovo LOQ Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,4.3,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹87,990",25% off
167,CHUWI Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,4,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,"₹23,990",52% off
168,Acer Nitro 5 Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,3.4,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"₹72,990",19% off
169,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,4.3,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,100.63 cm (39.62 cm) Display,"₹51,990",26% off
170,ASUS Chromebook Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ0002 / CX...,3.7,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,"₹13,990",44% off
171,HP Victus Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.2,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹63,990",14% off
172,ASUS Vivobook 16 (2023) Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1605VAB-MB322WS La...,4.2,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,"₹47,990",23% off
173,HP 247 G8 Athlon Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 247 G8 Notebook Notebook,4.2,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD,35.56 cm (14 inch) Display,"₹23,740",28% off
174,Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,4.3,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,"₹60,990",11% off
175,ASUS Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ382WS Laptop,3.7,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"₹35,500",30% off
176,HP Victus Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.4,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display,"₹58,990",18% off
